Date;Nom_Entreprise;Secteur;Type_Entreprise;Type_Pub;Programme;Quality_Score;Prix_Euros;Temps_Plateforme;Nb_Visites;Device;Heure_Achat;Visites_Avant_Achat;ID_Campagne;Numero_Campagne;Objectif_Audience_K_Vues;Audience_Realisee_K_Vues;Objectif_Atteint;Taux_Reussite_Campagne_Precedente;Media;Plateforme_Diffusion;Cible;Date_Debut;Date_Fin;Mois;Fenetre_Commerciale;Frequence;Audience_Placement_K_Vues;Reach_K;Couverture_Efficace_K;Taux_Lead;Taux_Vente;Leads_Realises;Ventes_Realises;Objectif_Conversion;Conversion_Realisee;Objectif_Conversion_Atteint
2023-03-06;KannavalMarket;Luxe;Privé;Logo fin;FWET A MAS;6.2;971.83;14.9;9;Desktop;7.0;6.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;YouTube;Professionnel;2023-01-19;2023-03-20;3;Carnaval;1.71;18.4;10.8;6.1;0.0341;0.0038;0.628;0.070;15.8;16.760;Oui
2023-02-26;KannavalMarket;Luxe;Privé;Logo fin;VIDEO PARTENAIRE;6.6;1053.28;37.3;2;Tablet;9.0;8.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;YouTube;Professionnel;2023-01-19;2023-03-20;2;Carnaval;1.66;11.6;7.0;3.9;0.0401;0.0057;0.465;0.066;15.8;16.760;Oui
2023-03-02;KannavalMarket;Luxe;Privé;Placement produit;KARATA TOUR;7.4;1574.98;24.7;5;Desktop;12.0;7.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Instagram;Professionnel;2023-01-19;2023-03-20;3;Carnaval;3.76;23.9;6.4;6.4;0.0560;0.0119;1.340;0.284;15.8;16.760;Oui
2023-02-17;KannavalMarket;Luxe;Privé;Logo fin;MIZIK A;8.1;1343.25;21.7;8;Desktop;12.0;9.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Spotify;Professionnel;2023-01-19;2023-03-20;2;Carnaval;1.77;16.0;9.0;5.3;0.0377;0.0045;0.603;0.071;15.8;16.760;Oui
2023-02-19;KannavalMarket;Luxe;Privé;Logo début/fin;LIVE;8.9;1470.95;9.0;3;Mobile;8.0;7.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Facebook;Professionnel;2023-01-19;2023-03-20;2;Carnaval;2.12;27.1;12.8;9.0;0.0358;0.0040;0.968;0.109;15.8;16.760;Oui
2023-03-10;KannavalMarket;Luxe;Privé;Logo fin;MIZIK A;5.8;961.98;22.1;8;Tablet;12.0;9.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Spotify;Professionnel;2023-01-19;2023-03-20;3;Carnaval;1.56;13.3;8.5;4.4;0.0309;0.0039;0.413;0.052;15.8;16.760;Oui
2023-02-25;KannavalMarket;Luxe;Privé;Logo fin;VIDEO PARTENAIRE;5.8;901.93;25.9;9;Tablet;10.0;6.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Facebook;Professionnel;2023-01-19;2023-03-20;2;Carnaval;1.77;12.2;6.9;4.1;0.0284;0.0029;0.346;0.036;15.8;16.760;Oui
2023-01-21;KannavalMarket;Luxe;Privé;Placement produit;VIDEO PARTENAIRE;9.4;1566.53;18.5;3;Mobile;8.0;6.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Facebook;Professionnel;2023-01-19;2023-03-20;1;Carnaval;2.52;13.2;5.3;4.4;0.0515;0.0103;0.680;0.136;15.8;16.760;Oui
2023-02-25;KannavalMarket;Luxe;Public;Citation orale;LIVE;6.6;1939.34;13.8;6;Tablet;8.0;5.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;YouTube;Professionnel;2023-01-19;2023-03-20;2;Carnaval;1.25;32.5;25.9;10.8;0.0630;0.0106;2.048;0.345;15.8;16.760;Oui
2023-01-27;KannavalMarket;Luxe;Public;Citation orale;MIZIK A;7.1;882.95;16.4;6;Desktop;9.0;3.0;KannavalMarket_C03;3;300;352.8;Oui;49;Karata;Spotify;Professionnel;2023-01-19;2023-03-20;1;Carnaval;1.75;16.7;9.6;5.6;0.0980;0.0161;1.638;0.270;15.8;16.760;Oui
2022-04-26;KannavalMarket;Luxe;Privé;Citation orale;INSIDE MAS;7.1;892.32;12.6;3;Mobile;18.0;7.0;KannavalMarket_C04;4;200;173.2;Non;42;Karata;Facebook;Professionnel;2022-04-22;2022-05-06;4;Standard;3.02;26.3;8.7;8.7;0.0444;0.0084;1.169;0.221;7.7;8.442;Oui
2022-04-30;KannavalMarket;Luxe;Public;Placement produit;KARATA TOUR;9.9;1310.55;23.1;8;Tablet;18.0;7.0;KannavalMarket_C04;4;200;173.2;Non;42;Karata;Instagram;Professionnel;2022-04-22;2022-05-06;4;Standard;3.31;21.3;6.4;6.4;0.0765;0.0151;1.627;0.321;7.7;8.442;Oui
2022-05-01;KannavalMarket;Luxe;Privé;Citation orale;KARATA TOUR;8.2;1062.1;25.1;5;Tablet;10.0;7.0;KannavalMarket_C04;4;200;173.2;Non;42;Karata;Facebook;Professionnel;2022-04-22;2022-05-06;5;Standard;2.10;34.9;16.6;11.6;0.0563;0.0085;1.965;0.298;7.7;8.442;Oui
2022-04-22;KannavalMarket;Luxe;Privé;Logo fin;KARATA TOUR;8.6;582.33;21.4;5;Mobile;9.0;8.0;KannavalMarket_C04;4;200;173.2;Non;42;Karata;YouTube;Professionnel;2022-04-22;2022-05-06;4;Standard;1.26;16.6;13.2;5.5;0.0412;0.0054;0.682;0.089;7.7;8.442;Oui
2022-04-27;KannavalMarket;Luxe;Privé;Don;LIVE;7.3;624.38;14.1;15;Tablet;9.0;6.0;KannavalMarket_C04;4;200;173.2;Non;42;Karata;YouTube;Professionnel;2022-04-22;2022-05-06;4;Standard;1.60;39.4;24.5;13.1;0.0440;0.0075;1.731;0.297;7.7;8.442;Oui
2022-04-25;KannavalMarket;Luxe;Privé;Logo fin;MIZIK A;8.7;845.52;29.8;4;Tablet;7.0;9.0;KannavalMarket_C04;4;200;173.2;Non;42;Karata;YouTube;Professionnel;2022-04-22;2022-05-06;4;Standard;1.43;34.8;24.4;11.6;0.0364;0.0063;1.268;0.219;7.7;8.442;Oui
2021-07-16;KannavalMarket;Luxe;Privé;Logo fin;INSIDE MAS;7.4;745.86;26.5;18;Tablet;21.0;2.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;Facebook;Parent;2021-07-15;2021-07-29;7;Été;2.32;30.3;13.0;10.1;0.0529;0.0073;1.602;0.220;11.7;13.711;Oui
2021-07-23;KannavalMarket;Luxe;Privé;Citation orale;KARATA TOUR;6.5;755.9;17.8;4;Mobile;12.0;4.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;Instagram;Parent;2021-07-15;2021-07-29;7;Été;3.21;21.2;6.6;6.6;0.0759;0.0124;1.611;0.264;11.7;13.711;Oui
2021-07-24;KannavalMarket;Luxe;Privé;Don;LIVE;6.9;502.29;21.1;5;Tablet;19.0;4.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;Facebook;Parent;2021-07-15;2021-07-29;7;Été;2.47;17.8;7.2;5.9;0.1145;0.0164;2.039;0.291;11.7;13.711;Oui
2021-07-16;KannavalMarket;Luxe;Privé;Don;INSIDE MAS;7.5;658.51;21.5;7;Tablet;12.0;8.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;YouTube;Parent;2021-07-15;2021-07-29;7;Été;1.76;32.8;18.7;10.9;0.0488;0.0094;1.601;0.308;11.7;13.711;Oui
2021-07-29;KannavalMarket;Luxe;Privé;Citation orale;FWET A MAS;9.7;1331.64;22.6;8;Mobile;19.0;8.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;TikTok;Parent;2021-07-15;2021-07-29;7;Été;2.99;38.8;13.0;12.9;0.0357;0.0035;1.386;0.134;11.7;13.711;Oui
2021-07-15;KannavalMarket;Luxe;Privé;Mécénat;FWET A MAS;7.5;766.96;16.5;3;Desktop;13.0;6.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;Instagram;Parent;2021-07-15;2021-07-29;7;Été;3.27;16.3;5.0;5.0;0.0654;0.0086;1.063;0.141;11.7;13.711;Oui
2021-07-15;KannavalMarket;Luxe;Public;Logo fin;VIDEO PARTENAIRE;6.7;474.02;25.0;3;Desktop;8.0;3.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;YouTube;Parent;2021-07-15;2021-07-29;7;Été;1.94;10.3;5.3;3.4;0.0202;0.0021;0.207;0.022;11.7;13.711;Oui
2021-07-20;KannavalMarket;Luxe;Privé;Mécénat;LIVE;8.3;1552.5;22.1;4;Mobile;21.0;6.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;YouTube;Parent;2021-07-15;2021-07-29;7;Été;1.56;54.8;35.1;18.3;0.0380;0.0085;2.083;0.466;11.7;13.711;Oui
2021-07-26;KannavalMarket;Luxe;Privé;Mécénat;LIVE;6.3;799.44;25.9;5;Desktop;8.0;7.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;YouTube;Parent;2021-07-15;2021-07-29;7;Été;1.63;33.3;20.5;11.1;0.0388;0.0063;1.292;0.209;11.7;13.711;Oui
2021-07-27;KannavalMarket;Luxe;Public;Don;VIDEO PARTENAIRE;7.4;938.49;39.5;4;Mobile;20.0;5.0;KannavalMarket_C05;5;300;278.4;Non;57;Karata;YouTube;Parent;2021-07-15;2021-07-29;7;Été;1.41;22.8;16.2;7.6;0.0363;0.0067;0.826;0.154;11.7;13.711;Oui
2020-09-09;KannavalMarket;Luxe;Public;Don;LIVE;7.1;744.05;18.5;4;Tablet;18.0;7.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;9;Standard;2.38;21.9;9.2;7.3;0.0451;0.0063;0.986;0.138;27.6;28.737;Oui
2020-09-11;KannavalMarket;Luxe;Public;Mécénat;KARATA TOUR;7.0;604.32;24.0;10;Mobile;15.0;7.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;9;Standard;2.28;14.0;6.2;4.7;0.0599;0.0072;0.840;0.101;27.6;28.737;Oui
2020-09-09;KannavalMarket;Luxe;Privé;Logo début/fin;VIDEO PARTENAIRE;8.5;855.8;17.6;2;Mobile;17.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;9;Standard;1.54;15.2;9.9;5.1;0.0298;0.0031;0.453;0.048;27.6;28.737;Oui
2020-09-04;KannavalMarket;Luxe;Privé;Logo début/fin;FWET A MAS;8.3;917.28;24.7;7;Desktop;21.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;TikTok;Artisan;2020-08-17;2020-10-01;9;Standard;3.13;15.9;5.1;5.1;0.0362;0.0035;0.575;0.056;27.6;28.737;Oui
2020-08-19;KannavalMarket;Luxe;Privé;Logo fin;VIDEO PARTENAIRE;6.1;334.72;27.0;12;Mobile;15.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;8;Été;2.46;9.1;3.7;3.0;0.0368;0.0051;0.334;0.047;27.6;28.737;Oui
2020-08-18;KannavalMarket;Luxe;Association;Mécénat;MIZIK A;5.0;526.93;25.8;4;Desktop;8.0;7.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Spotify;Artisan;2020-08-17;2020-10-01;8;Été;1.59;14.6;9.2;4.9;0.0385;0.0072;0.563;0.106;27.6;28.737;Oui
2020-08-30;KannavalMarket;Luxe;Privé;Citation orale;MIZIK A;7.5;1394.81;18.2;11;Desktop;14.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;8;Été;1.63;33.6;20.5;11.2;0.0650;0.0108;2.184;0.361;27.6;28.737;Oui
2020-09-13;KannavalMarket;Luxe;Privé;Logo début/fin;MIZIK A;5.4;666.21;20.5;3;Mobile;7.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;9;Standard;1.57;30.7;19.5;10.2;0.0511;0.0053;1.566;0.161;27.6;28.737;Oui
2020-09-10;KannavalMarket;Luxe;Privé;Don;INSIDE MAS;6.0;557.34;16.4;8;Mobile;14.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Instagram;Artisan;2020-08-17;2020-10-01;9;Standard;2.98;14.8;5.0;4.9;0.0552;0.0078;0.817;0.115;27.6;28.737;Oui
2020-09-27;KannavalMarket;Luxe;Privé;Citation orale;MIZIK A;9.0;1456.28;20.1;7;Tablet;18.0;6.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;9;Standard;1.54;22.0;14.3;7.3;0.0489;0.0086;1.077;0.190;27.6;28.737;Oui
2020-09-04;KannavalMarket;Luxe;Public;Don;VIDEO PARTENAIRE;7.3;522.4;23.5;2;Tablet;17.0;4.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;9;Standard;2.15;9.8;4.6;3.3;0.0585;0.0095;0.573;0.093;27.6;28.737;Oui
2020-09-24;KannavalMarket;Luxe;Privé;Placement produit;FWET A MAS;8.0;584.84;24.3;4;Desktop;7.0;10.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;TikTok;Artisan;2020-08-17;2020-10-01;9;Standard;3.38;18.3;5.4;5.4;0.0622;0.0076;1.135;0.139;27.6;28.737;Oui
2020-09-13;KannavalMarket;Luxe;Privé;Citation orale;INSIDE MAS;7.3;911.11;35.2;8;Tablet;15.0;5.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;9;Standard;2.22;36.4;16.4;12.1;0.0861;0.0120;3.134;0.438;27.6;28.737;Oui
2020-08-17;KannavalMarket;Luxe;Privé;Logo fin;INSIDE MAS;5.5;853.25;35.0;2;Mobile;6.0;3.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;8;Été;1.27;31.5;24.9;10.5;0.0362;0.0045;1.142;0.141;27.6;28.737;Oui
2020-09-26;KannavalMarket;Luxe;Privé;Logo début/fin;LIVE;5.2;654.19;27.1;4;Mobile;12.0;7.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;9;Standard;1.97;20.6;10.5;6.9;0.0614;0.0062;1.266;0.128;27.6;28.737;Oui
2020-09-02;KannavalMarket;Luxe;Privé;Placement produit;VIDEO PARTENAIRE;9.2;990.15;19.5;6;Tablet;6.0;4.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;9;Standard;2.45;19.2;7.8;6.4;0.0684;0.0150;1.312;0.288;27.6;28.737;Oui
2020-08-19;KannavalMarket;Luxe;Privé;Logo début/fin;INSIDE MAS;9.4;1020.46;29.4;7;Tablet;19.0;6.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;8;Été;1.57;24.7;15.7;8.2;0.0245;0.0038;0.605;0.095;27.6;28.737;Oui
2020-09-03;KannavalMarket;Luxe;Privé;Mécénat;MOUN A MAS;8.3;694.29;20.6;4;Tablet;8.0;4.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Instagram;Artisan;2020-08-17;2020-10-01;9;Standard;2.84;19.6;6.9;6.5;0.0503;0.0072;0.987;0.142;27.6;28.737;Oui
2020-09-04;KannavalMarket;Luxe;Privé;Don;VIDEO PARTENAIRE;7.0;421.82;15.1;11;Tablet;15.0;11.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;9;Standard;1.52;19.2;12.6;6.4;0.0444;0.0067;0.855;0.129;27.6;28.737;Oui
2020-09-12;KannavalMarket;Luxe;Privé;Mécénat;KARATA TOUR;8.2;806.5;19.1;2;Mobile;10.0;9.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Instagram;Artisan;2020-08-17;2020-10-01;9;Standard;3.50;24.6;7.0;7.0;0.0528;0.0066;1.301;0.162;27.6;28.737;Oui
2020-09-08;KannavalMarket;Luxe;Particulier;Don;KARATA TOUR;5.8;906.33;21.8;7;Desktop;20.0;8.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;9;Standard;1.53;33.4;21.8;11.1;0.0481;0.0056;1.606;0.188;27.6;28.737;Oui
2020-09-23;KannavalMarket;Luxe;Public;Logo début/fin;MIZIK A;8.7;794.95;22.2;3;Desktop;11.0;7.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Spotify;Artisan;2020-08-17;2020-10-01;9;Standard;1.60;20.6;12.9;6.9;0.0355;0.0049;0.731;0.100;27.6;28.737;Oui
2020-08-29;KannavalMarket;Luxe;Privé;Citation orale;INSIDE MAS;7.6;1095.34;12.3;5;Desktop;18.0;4.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;YouTube;Artisan;2020-08-17;2020-10-01;8;Été;1.35;32.8;24.3;10.9;0.0721;0.0152;2.362;0.499;27.6;28.737;Oui
2020-08-23;KannavalMarket;Luxe;Privé;Citation orale;KARATA TOUR;9.5;1036.51;20.6;4;Tablet;7.0;8.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Facebook;Artisan;2020-08-17;2020-10-01;8;Été;2.06;21.2;10.3;7.1;0.0823;0.0126;1.742;0.267;27.6;28.737;Oui
2020-09-19;KannavalMarket;Luxe;Privé;Logo fin;MIZIK A;6.5;653.56;23.6;11;Mobile;20.0;8.0;KannavalMarket_C06;6;500;543.6;Oui;47;Karata;Spotify;Artisan;2020-08-17;2020-10-01;9;Standard;1.65;20.0;12.1;6.7;0.0295;0.0052;0.590;0.104;27.6;28.737;Oui
2025-09-01;KreyòlStore;Automobile;Privé;Placement produit;MOUN A MAS;9.0;1049.82;28.5;8;Desktop;23.0;9.0;KreyòlStore_C01;1;100;87.6;Non;17;Karata;Facebook;Gamers;2025-06-04;2025-09-02;9;Standard;2.34;13.3;5.7;4.4;0.0849;0.0236;1.132;0.315;5.6;5.641;Oui
2025-06-17;KreyòlStore;Automobile;Privé;Citation orale;KARATA TOUR;6.8;848.62;22.3;6;Tablet;0.0;4.0;KreyòlStore_C01;1;100;87.6;Non;17;Karata;Facebook;Gamers;2025-06-04;2025-09-02;6;Standard;2.08;33.2;16.0;11.1;0.0807;0.0266;2.679;0.884;5.6;5.641;Oui
2025-06-15;KreyòlStore;Automobile;Privé;Mécénat;KARATA TOUR;6.8;496.35;26.2;5;Tablet;22.0;7.0;KreyòlStore_C01;1;100;87.6;Non;17;Karata;Facebook;Gamers;2025-06-04;2025-09-02;6;Standard;2.30;16.1;7.0;5.4;0.0311;0.0063;0.502;0.102;5.6;5.641;Oui
2025-06-11;KreyòlStore;Automobile;Privé;Logo fin;FWET A MAS;8.3;1168.11;26.5;3;Mobile;23.0;4.0;KreyòlStore_C01;1;100;87.6;Non;17;Karata;YouTube;Gamers;2025-06-04;2025-09-02;6;Standard;1.42;25.0;17.5;8.3;0.0532;0.0122;1.328;0.304;5.6;5.641;Oui
2022-12-24;KreyòlStore;Automobile;Public;Mécénat;INSIDE MAS;7.6;946.4;22.9;1;Tablet;21.0;2.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;12;Standard;2.54;32.8;12.9;10.9;0.0595;0.0146;1.951;0.478;28.6;33.572;Oui
2022-12-22;KreyòlStore;Automobile;Privé;Citation orale;MIZIK A;8.7;1638.39;23.6;2;Tablet;18.0;7.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;12;Standard;1.05;37.6;36.0;12.5;0.0828;0.0303;3.115;1.141;28.6;33.572;Oui
2023-01-16;KreyòlStore;Automobile;Privé;Don;FWET A MAS;7.3;689.92;21.2;2;Desktop;22.0;2.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Instagram;Artisan;2022-12-17;2023-01-16;1;Carnaval;2.77;16.0;5.8;5.3;0.0659;0.0153;1.054;0.245;28.6;33.572;Oui
2023-01-13;KreyòlStore;Automobile;Privé;Placement produit;KARATA TOUR;9.8;1721.84;23.7;2;Tablet;15.0;6.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Instagram;Artisan;2022-12-17;2023-01-16;1;Carnaval;3.29;25.5;7.8;7.8;0.0768;0.0256;1.958;0.652;28.6;33.572;Oui
2022-12-30;KreyòlStore;Automobile;Privé;Logo fin;KARATA TOUR;6.9;549.83;21.2;5;Mobile;13.0;7.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;12;Standard;2.76;18.7;6.8;6.2;0.0603;0.0078;1.125;0.145;28.6;33.572;Oui
2023-01-05;KreyòlStore;Automobile;Privé;Don;VIDEO PARTENAIRE;7.6;841.89;22.0;17;Tablet;23.0;9.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;1;Carnaval;3.10;18.4;5.9;5.9;0.0649;0.0122;1.192;0.225;28.6;33.572;Oui
2023-01-15;KreyòlStore;Automobile;Privé;Mécénat;INSIDE MAS;7.7;1078.69;9.0;7;Tablet;17.0;4.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Instagram;Artisan;2022-12-17;2023-01-16;1;Carnaval;3.63;24.2;6.7;6.7;0.0612;0.0093;1.484;0.226;28.6;33.572;Oui
2023-01-02;KreyòlStore;Automobile;Public;Citation orale;FWET A MAS;8.5;2442.24;20.3;5;Mobile;14.0;7.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.42;23.2;16.4;7.7;0.0476;0.0136;1.104;0.316;28.6;33.572;Oui
2023-01-04;KreyòlStore;Automobile;Particulier;Placement produit;FWET A MAS;7.9;2435.27;25.1;5;Desktop;14.0;5.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.88;22.8;12.1;7.6;0.0776;0.0298;1.769;0.680;28.6;33.572;Oui
2023-01-14;KreyòlStore;Automobile;Privé;Mécénat;MIZIK A;8.4;2122.97;17.4;5;Mobile;23.0;8.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.51;26.3;17.4;8.8;0.0499;0.0116;1.311;0.305;28.6;33.572;Oui
2023-01-15;KreyòlStore;Automobile;Public;Logo début/fin;MIZIK A;6.8;526.92;29.9;7;Desktop;18.0;8.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Spotify;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.65;8.9;5.4;3.0;0.0299;0.0053;0.267;0.048;28.6;33.572;Oui
2022-12-22;KreyòlStore;Automobile;Privé;Logo fin;MIZIK A;9.0;1123.01;24.8;2;Desktop;14.0;3.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Spotify;Artisan;2022-12-17;2023-01-16;12;Standard;1.90;15.5;8.2;5.2;0.0318;0.0102;0.492;0.157;28.6;33.572;Oui
2022-12-18;KreyòlStore;Automobile;Privé;Logo début/fin;FWET A MAS;6.4;663.18;25.0;8;Desktop;15.0;3.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Instagram;Artisan;2022-12-17;2023-01-16;12;Standard;2.79;22.1;7.9;7.4;0.0570;0.0098;1.261;0.217;28.6;33.572;Oui
2023-01-01;KreyòlStore;Automobile;Public;Don;MOUN A MAS;8.6;1001.99;29.5;10;Desktop;23.0;8.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;1;Carnaval;2.00;20.3;10.1;6.8;0.0502;0.0150;1.017;0.303;28.6;33.572;Oui
2023-01-05;KreyòlStore;Automobile;Privé;Placement produit;MOUN A MAS;9.1;2126.94;21.0;4;Mobile;7.0;5.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Instagram;Artisan;2022-12-17;2023-01-16;1;Carnaval;2.85;28.0;9.8;9.3;0.0885;0.0334;2.475;0.934;28.6;33.572;Oui
2023-01-13;KreyòlStore;Automobile;Privé;Don;INSIDE MAS;7.4;873.08;15.9;2;Desktop;12.0;5.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Instagram;Artisan;2022-12-17;2023-01-16;1;Carnaval;3.06;17.9;5.8;5.8;0.0541;0.0108;0.968;0.194;28.6;33.572;Oui
2023-01-12;KreyòlStore;Automobile;Public;Don;KARATA TOUR;10.0;1063.26;20.1;4;Desktop;23.0;8.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.61;24.5;15.2;8.2;0.0553;0.0101;1.353;0.248;28.6;33.572;Oui
2022-12-22;KreyòlStore;Automobile;Privé;Logo fin;VIDEO PARTENAIRE;7.7;541.27;23.1;5;Mobile;22.0;2.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;12;Standard;1.99;11.3;5.7;3.8;0.0543;0.0107;0.616;0.122;28.6;33.572;Oui
2022-12-23;KreyòlStore;Automobile;Public;Logo fin;MIZIK A;6.7;1161.42;20.0;12;Desktop;18.0;3.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;12;Standard;1.55;31.1;20.1;10.4;0.0328;0.0062;1.022;0.194;28.6;33.572;Oui
2023-01-12;KreyòlStore;Automobile;Association;Mécénat;INSIDE MAS;8.2;1703.64;22.0;11;Desktop;6.0;6.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.61;31.3;19.4;10.4;0.0591;0.0175;1.849;0.547;28.6;33.572;Oui
2023-01-07;KreyòlStore;Automobile;Association;Logo début/fin;MIZIK A;9.5;1219.58;37.2;4;Tablet;12.0;9.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Spotify;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.91;15.5;8.1;5.2;0.0274;0.0059;0.425;0.091;28.6;33.572;Oui
2023-01-10;KreyòlStore;Automobile;Privé;Logo fin;MOUN A MAS;7.4;1049.95;28.6;4;Tablet;20.0;4.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.95;35.1;18.0;11.7;0.0395;0.0076;1.389;0.269;28.6;33.572;Oui
2022-12-28;KreyòlStore;Automobile;Privé;Logo fin;VIDEO PARTENAIRE;7.8;494.5;22.2;5;Mobile;7.0;10.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;Facebook;Artisan;2022-12-17;2023-01-16;12;Standard;2.84;12.2;4.3;4.1;0.0411;0.0077;0.502;0.094;28.6;33.572;Oui
2022-12-20;KreyòlStore;Automobile;Privé;Mécénat;VIDEO PARTENAIRE;10.0;1092.46;8.6;1;Tablet;19.0;7.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;12;Standard;1.58;25.6;16.1;8.5;0.0545;0.0099;1.394;0.253;28.6;33.572;Oui
2023-01-11;KreyòlStore;Automobile;Privé;Citation orale;LIVE;7.8;1145.64;28.1;3;Tablet;17.0;11.0;KreyòlStore_C02;2;800;585.0;Non;73;Karata;YouTube;Artisan;2022-12-17;2023-01-16;1;Carnaval;1.55;21.1;13.6;7.0;0.0761;0.0228;1.606;0.482;28.6;33.572;Oui
